id,symbol,name
fire-protocol,fire,Fire Protocol
firmachain,fct,Firmachain
first-bitcoin,bit,First Bitcoin
fisco,fscc,FISCO Coin
fiscus-fyi,ffyi,Fiscus FYI
fission-cash,fcx,Fission Cash
five-balance,fbn,Fivebalance Coin
five-star-coin,fsc,Five Star Coin
fixed-trade-coin,fxtc,Fixed Trade Coin
fk-coin,fk,FK Coin
flama,fma,Flama
flamingo-finance,flm,Flamingo Finance
flapp,flap,Flapp
flash,flash,Flash
flash-stake,flash,Flashstake
flashswap,fsp,FlashSwap
flashx-advance,fsxa,FlashX Advance
fleta,fleta,FLETA
flex-coin,flex,FLEX Coin
flexeth-btc-set,flexethbtc,FlexETH/BTC Set
flex-usd,flexusd,flexUSD
fline,fln,Fline
flits,fls,Flits
flit-token,flt,Flit Token
flixxo,flixx,Flixxo
flo,flo,FLO
florafic,fic,Florafic
flow,flow,Flow - Dapper Labs
flowchaincoin,flc,Flowchain
flow-protocol,flow,Flow Protocol
fluttercoin,flt,Fluttercoin
flux,flux,FLUX
flynnjamm,jamm,FlynnJamm
flypme,fyp,FlypMe
fme,fme,FME
fnaticx,fnax,FnaticX
fnb-protocol,fnb,FNB Protocol
foam-protocol,foam,FOAM
foincoin,foin,Foin
folder-protocol,fol,Folder Protocol
foldingcoin,fldc,Foldingcoin
fompound,fomp,Fompound
foodcoin,food,FoodCoin
football-coin,xfc,Football Coin
force-for-fast,fff,Force For Fast
force-protocol,for,ForTube
forcer,forcer,Forcer
foresight,fors,Foresight
foresterx,fex,ForesterX
foresting,pton,Foresting
forexcoin,forex,FOREXCOIN
forkspot,frsp,Forkspot
formula,fml,FormulA
forte-coin,fotc,Forte Coin
fortknoxter,fkx,FortKnoxster
fortuna,fota,Fortuna
fortune1coin,ft1,Fortune1Coin
forty-seven-bank,fsbt,FSBT API
foundgame,fgc,FoundGame
foundrydao-logistics,fry,FoundryDAO Logistics
fountain,ftn,Fountain
foxswap,fox,Foxswap
fox-token,fox,FOX Token
fox-trading-token,foxt,Fox Trading Token
frasindo-rent,fras,Frasindo Rent
frax,frax,Frax
frax-share,fxs,Frax Share
fredenergy,fred,FRED Energy
freecash,fch,Freecash
free-coin,free,FREE coin
freedom-reserve,fr,Freedom Reserve
freelancerchain,fcn,FreelancerChain
freeliquid,fl,Freeliquid
freetip,ftt,FreeTip
free-tool-box,ftb,Free Tool Box
freeway-token,fwt,Freeway Token
freicoin,frc,Freicoin
freight-trust-network,edi,Freight Trust Network
french-digital-reserve,fdr,French Digital Reserve
french-ico-coin,fico,French ICO Coin
frens-community,frens,Frens Community
frenzy,fzy,Frenzy
freq-set-dollar,fsd,Freq Set Dollar
fridaybeers,beer,FridayBeers
friends-with-benefits,fwb,Friends With Benefits
friendz,fdz,Friendz
frinkcoin,frnk,Frinkcoin
frmx-token,frmx,FRMx Token
fromm-car,fcr,Fromm Car
frontier-token,front,Frontier
frozencoin-network,fz,Frozencoin Network
fryworld,fries,fry.world
fsn,fsn,FUSION
fsw-token,fsw,Falconswap
ftx-token,ftt,FTX Token
fudfinance,fud,FUD.finance
fuel-token,fuel,Fuel Token
fujicoin,fjc,Fujicoin
fuloos,fls,Fuloos
fundamenta,fmta,Fundamenta
fundchains,fund,FUNDChains
funder-one,fundx,Funder One
fundin,fdn,FUNDIN
funfair,fun,FunFair
funjo,funjo,Funjo
funkeypay,fnk,FunKeyPay
funtime-coin,func,FunTime Coin
furucombo,combo,Furucombo
fuse-network-token,fuse,Fuse Network Token
fusion-energy-x,fusion,Fusion Energy X
futurax,ftxt,FUTURAX
future1coin,f1c,Future1Coin
future-cash-digital,fcd,Future Cash Digital
futurescoin,fc,FuturesCoin
futurexcrypto,fxc,FUTUREXCRYPTO
futurocoin,fto,FuturoCoin
fuupay,fpt,FUUPAY
fuze-token,fuze,FUZE Token
fuzex,fxt,FuzeX
fuzzballs,fuzz,FuzzBalls
fx-coin,fx,f(x) Coin
fxpay,fxp,FXPay
fyeth-finance,yeth,Fyeth.finance
fyooz,fyz,Fyooz
g999,g999,G999
gains-farm,gfarm,Gains Farm
gains-v2,gfarm2,Gains V2
gala,gala,Gala
galactrum,ore,Galactrum
galatasaray-fan-token,gal,Galatasaray Fan Token
galaxy-esolutions,ges,Galaxy eSolutions
galaxy-network,gnc,Galaxy Network
galaxy-pool-coin,gpo,Galaxy Pool Coin
galaxy-wallet,gc,Galaxy Wallet
galilel,gali,Galilel
gallery-finance,glf,Gallery Finance
gamb,gmb,GAMB
game,gtc,Game
gamebetcoin,gbt,GameBet
gamecash,gcash,GameCash
game-chain,gmc,Game Chain
game-city,gmci,Game City
gamecredits,game,GameCredits
game-fanz,gfn,Game Fanz
gameflip,flp,Gameflip
game-stars,gst,Game Stars
gamestop-finance,gme,GameStop Finance
gameswap-org,gswap,Gameswap
game-x-coin,gxc,GameXCoin
gana,gana,GANA
gapcoin,gap,Gapcoin
gapp-network,gap,Gaps Chain
gard-governance-token,ggt,GARD Governance Token
garlicoin,grlc,Garlicoin
gas,gas,Gas
gas-cash-back,gcb,Gas Cash Back
gasgains,gasg,Gasgains
gasp,gasp,gAsp
gastoken,gst2,GasToken
gastroadvisor,fork,GastroAdvisor
gatcoin,gat,Gatcoin
gate,gate,G.A.T.E
gatechain-token,gt,GateToken
gather,gth,Gather
gauntlet,gau,Gauntlet
gazecoin,gze,GazeCoin
gbrick,gbx,Gbrick
gcn-coin,gcn,GCN Coin
gdac-token,gt,GDAC Token
geeq,GEEQ,GEEQ
gem-exchange-and-trading,gxt,Gem Exchange And Trading
gemini,lgc,Gemini
gemini-dollar,gusd,Gemini Dollar
gems-2,gem,Gems
gemswap,gem,GemSwap
gemvault-coin,gvc,GemVault Coin
genaro-network,gnx,Genaro Network
general-attention-currency,xac,General Attention Currency
generation-of-yield,ygy,Generation of Yield
genes-chain,genes,GENES Chain
genesis-ecology,ge,Genesis Ecology
genesis-network,genx,Genesis Network
genesis-token,gent,Genesis Token
genesis-vision,gvt,Genesis Vision
genesisx,xgs,GenesisX
gene-source-code-token,gene,Gene Source Code Token
genexi,gxi,Genexi
genix,genix,Genix
genta,gena,Genta
gentarium,gtm,Gentarium
geocoin,geo,Geocoin
geodb,geo,GeoDB
gera-coin,gera,Gera Coin
germancoin,gcx,GermanCoin
ges,ges,GES
getmoder,gtmr,GETModer
get-token,get,GET Protocol
gexan,gex,Gexan
geyser,gysr,Geyser
geysercoin,gsr,GeyserCoin
gg-coin,ggc,Global Game Coin
gg-token,ggtk,GG Token
ghost-by-mcafee,ghost,GHOST
ghostprism,ghost,GHOSTPRISM
ghost-talk,xscc,Ghost Talk
giant,gic,Giant
giftedhands,ghd,Giftedhands
gifto,gto,Gifto
giga-watt-token,wtt,Giga Watt Token
gigecoin,gig,GigEcoin
giletjaunecoin,gjco,GiletJauneCoin
gimmer,gmr,Gimmer
gincoin,gin,GINcoin
gire-token,get,Giré Token
givingtoservices,svcs,GivingToServices
givly-coin,giv,GIV Token
gleec-coin,gleec,Gleec Coin
glex,glex,GLEX
glitch-protocol,glch,Glitch Protocol
global-aex-token,gat,Global AEX Token
globalboost,bsty,GlobalBoost-Y
global-business-hub,gbh,Global Business Hub
globalchainz,gcz,GlobalChainZ
global-china-cash,cnc,Global China Cash
globalcoin,glc,GlobalCoin
global-crypto-alliance,call,Global Crypto Alliance
global-digital-content,gdc,Global Digital Content
global-gaming,gmng,Global Gaming
global-hash-power,ghp,GLOBAL HASH POWER
global-human-trust,ght,Global Human Trust
global-reserve-system,glob,Global Reserve System
global-smart-asset,gsa,Global Smart Asset
global-social-chain,gsc,Global Social Chain
globaltoken,glt,GlobalToken
global-trust-coin,gtc,Global Trust Coin
globaltrustfund-token,gtf,GLOBALTRUSTFUND TOKEN
globalvillage-ecosystem,gve,Globalvillage Ecosystem
globex,gex,Globex
glosfer-token,glo,Glosfer Token
glovecoin,glov,GloveCoin
glox-finance,glox,Glox Finance
glufco,glf,Glufco
gmcoin,gm,GM Holding
gneiss,gneiss,Gneiss
gnosis,gno,Gnosis
gny,gny,GNY
goaltime-n,gtx,GoalTime N
goat-cash,goat,Goat Cash
gobyte,gbx,GoByte
gochain,go,GoChain
godigit,git,GoDigit
goforit,goi,GoForIt Walk&Win
gogo-finance,gogo,GOGO Finance
gokumarket-credit,gmc,GokuMarket Credit
gold,gold,GOLD
gold-and-gold,gng,Gold And Gold
gold-bcr,gbcr,Gold BCR
goldblock,gbk,Goldblock
goldblocks,gb,GoldBlocks
gold-cash,gold,Gold Cash
goldcoin,glc,Goldcoin
gold-coin-reserve,gcr,Gold Coin Reserve
golden-bridge-coin,gbc,Golden Bridge Coin
golden-goose,gold,Golden Goose
golden-ratio-coin,goldr,Golden Ratio Coin
golden-ratio-token,grt,Golden Ratio Token
golden-token,gold,Golden Token
goldenugget,gnto,GoldeNugget
golder-coin,gldr,Golder Coin
goldfinx,gix,GoldFinX
goldfund-ico,gfun,GoldFund
goldkash,xgk,GoldKash
gold-mining-members,gmm,Gold Mining Members
goldmint,mntp,Goldmint
goldnero,gldx,Goldnero
goldpieces,gp,GoldPieces
gold-poker,gpkr,Gold Poker
gold-reward-token,grx,GOLD Reward Token
golem,glm,Golem
golfcoin,golf,Golfcoin
golff,gof,Golff
golos-blockchain,gls,Golos Blockchain
gomics,gom,Gomics
gomoney2,gom2,GoMoney2
gonetwork,got,GoNetwork
goocoin,gooc,GooCoin
good-boy-points,gbp,Good Boy Points
goosebet-token,gbt,GooseBet Token
gossipcoin,goss,GOSSIP-Coin
gotogods,ogods,GOTOGODS
gourmetgalaxy,gum,Gourmet Galaxy
governance-zil,gzil,governance ZIL
governor-dao,gdao,Governor DAO
govi,govi,Govi
gowithmi,gmat,GoWithMi
gp-token,xgp,GP Token
gpu-coin,gpu,GPU Coin
grabity,gbt,Grabity
grace-period-token,gpt,Grace Period Token
grafenocoin-2,gfnc,GrafenoCoin
grafsound,gsmt,Grafsound
graft-blockchain,grft,Graft Blockchain
grain-token,grain,Grain
gram,gram,OpenGram
grandpa-fan,fyy,GrandPa Fan
grap-finance,grap,Grap Finance
graviocoin,gio,Graviocoin
gravity,gzro,Gravity
gravitycoin,gxx,GravityCoin
grearn,gst,GrEarn
greencoin,gre,Greencoin
greenheart-punt,punt,Greenheart Punt
green-light,gl,Green Light
greenpay-coin,gpc,GreenPay Coin
gric,gc,Gric Coin
grid,grid,GridPlus
gridcoin-research,grc,Gridcoin
grimcoin,grim,Grimcoin
grimm,grimm,Grimm
grin,grin,Grin
groestlcoin,grs,Groestlcoin
grom,gr,GROM
groovy-finance,gvy,Groovy Finance
growers-international,grwi,GrowersCoin
growthcoin,grw,GrowthCoin
growth-defi,gro,GROWTH DeFi
grpl-finance-2,grpl,GRPL Finance
gsenetwork,gse,GSENetwork
gsmcoin,gsm,GSMcoin
gstcoin,gst,GSTCOIN
gt-star-token,gts,GT STAR Token
guapcoin,guap,Guapcoin
guardium,guard,Guard
guider,gdr,Guider
gulden,nlg,Gulden
gulf-coin-gold,gcg,Gulf Coin Gold
guncoin,gun,Guncoin
guns,guns,GUNS
gunthy,gunthy,GUNTHY
gusd-token,gusdt,Global Utility Smart Digital Token
guss-one,guss,GUSS.ONE
gxchain,gxc,GXChain
h3x,h3x,H3X
hackenai,hai,Hacken Token
hackspace-capital,hac,Hackspace Capital
hakka-finance,hakka,Hakka Finance
halalchain,hlc,HalalChain
halcyon,hal,Halcyon
halo,halo,HaloOracle
halo-platform,halo,Halo Platform
halving-coin,halv,Halving Coin
hamburger,ham,Hamburger
hanacoin,hana,Hanacoin
handshake,hns,Handshake
hands-of-steel,steel,Hands of Steel
happy-birthday-coin,hbdc,Happy Birthday Coin
happycoin,hpc,Happycoin
hapy-coin,hapy,HAPY Coin
hara-token,hart,Hara Token
harcomia,hca,Harcomia
hardcore-finance,hcore,Hardcore Finance
hard-protocol,HARD,HARD Protocol
hardware-chain,hdw,Hardware Chain
harmony,one,Harmony
harmonycoin,hmc,HarmonyCoin
harrison-first,FIRST,Harrison First
harvest-finance,farm,Harvest Finance
hash,hash,HASH
hashbx,hbx,HashBX
hashcoin,hsc,HashCoin
hashgard,gard,Hashgard
hashnet-biteco,hnb,HashNet BitEco
hash-pot,hpot,Hash Pot
hashshare,hss,Hashshare
hatch,hatch,Hatch
hatch-dao,hatch,Hatch DAO
hathor,htr,Hathor
hauteclere-shards-2,haut,Hauteclere Shards
haven,xhv,Haven
havethertoken,het,HavEtherToken
havven,snx,Synthetix Network Token
havy-2,havy,Havy
hawaii-coin,hwi,Hawaii Coin
hazza,haz,Hazza
hbtc-token,hbc,HBTC Captain Token
hdac,hdac,Hyundai DAC
hdt,hdt,HDT
healing-plus,hp,Healing Plus
healthchainus,hcut,HealthChainUS
heartbout,hb,HeartBout
heartbout-pay,hp,HeartBout Pay
heartnumber,htn,Heart Number
heavens-gate,hate,Heavens Gate
hebeblock,hebe,Hebeblock
hedera-hashgraph,hbar,Hedera Hashgraph
hedget,hget,Hedget
hedgetrade,hedg,HedgeTrade
hedpay,hdp.ф,HEdpAY
hegic,hegic,Hegic
heidi,hdi,HEIDI
helgro,hgro,Helgro
helio-power-token,thpt,HELIO POWER TOKEN
helios-protocol,hls,Helios Protocol
helium,hnt,Helium
helix,hlix,Helix
helixnetwork,mhlx,HelixNetwork
helleniccoin,hnc,Hellenic Coin
hellogold,hgt,HelloGold
helmet-insure,helmet,Helmet Insure
help-coin,hlp,HLP Token
helper-search-token,hsn,Helper Search Token
helpico,help,Helpico
help-the-homeless-coin,hth,Help The Homeless Coin
help-token,help,GoHelpFund
hemelios,hem,Hemelios
hempcoin-thc,thc,Hempcoin
heptafranc,hptf,HEPTAFRANC
herbalist-token,herb,Herbalist Token
hermez-network-token,hez,Hermez Network
herocoin,play,HEROcoin
hero-node,her,Hero Node Token
hero-token,raise,Raise Token
hex,hex,HEX
hex-money,hxy,HXY Money
hey-bitcoin,hybn,HEY-BITCOIN
hgh-token,hgh,HGH Token
hiblocks,hibs,Hiblocks
hicoin,xhi,HiCoin
hidden-coin,hdn,Hidden Coin
higamecoin,hgc,HiGameCoin
high-performance-blockchain,hpb,High Performance Blockchain
hilux,hlx,Hilux
hi-mutual-society,hmc,Hi Mutual Society
hintchain,hint,Hintchain
hippo-finance,hippo,HippoFinance
hirevibes,hvt,HireVibes
historia,hta,Historia
hitchain,hit,HitChain
hitcoin,htc,Hitcoin
hithot,hithot,HitHot
hithotx,hitx,Hithotx
hive,hive,Hive
hive_dollar,HBD,Hive Dollar
hiveterminal,hvn,Hiveterminal token
hiz-finance,hiz,Hiz Finance
hland-token,hland,HLand Token
hl-chain,hl,HL Chain
hntc-energy-distributed-network,hntc,HNT Chain
hobonickels,hbn,Hobonickels
hodlcoin,hodl,HOdlcoin
hodltree,htre,HodlTree
holdtowin,7add,Holdtowin
holiday-chain,hcc,Holiday Chain
holistic-btc-set,tcapbtcusdc,Holistic BTC Set
holistic-eth-set,tcapethdai,Holistic ETH Set
hollygold,hgold,HollyGold
holotoken,hot,Holo
holyheld,holy,Holyheld (OLD)
holyheld-2,hh,Holyheld
holy-trinity,holy,Holy Trinity
homeros,hmr,Homeros
homihelp,homi,HOMIHELP
hom-token,homt,HOM Token
hondaiscoin,hndc,HondaisCoin
honestcoin,usdh,HonestCoin
honest-mining,hnst,Honest
honey,hny,Honey
honk-honk,honk,Honk Honk
hoo-token,hoo,Hoo Token
hope,hope,HOPE
hoqu,hqx,HOQU
hora,hora,HORA Token
horuspay,horus,HorusPay
hospital-coin,hosp,Hospital Coin
hotbit-token,htb,Hotbit Token
hotchain,hotc,HOTchain
hotdollars-token,hds,HotDollars Token
hotnow,hot,HotNow
hotpot-base-token,pot,Hotpot Base Token
howdoo,udoo,Hyprr (Howdoo)
hplus,hplus,HPLUS
hrd,hrd,Hoard Token
hshare,hc,HyperCash
htmlcoin,html,HTMLCOIN
hub,hub,Hubi Token
hubdao,hd,HubDao
hubii-network,hbt,Hubii Network
hub-token,hub,Hub Token
hue,hue,Hue
humaniq,hmq,Humaniq
humanscape,hum,Humanscape
huni,hni,Huni
hunt-token,hunt,HUNT
huobi-btc,hbtc,Huobi BTC
huobi-pool-token,hpt,Huobi Pool Token
huobi-token,ht,Huobi Token
huotop,htp,HuoTop
hupayx,hup,HUPAYX
huptex,htx,Huptex
hurify,hur,Hurify
husd,husd,HUSD
hush,hush,Hush
hustle-token,husl,Hustle Token
hut34-entropy,entrp,Hut34 Entropy
hxro,hxro,Hxro
hybrid-bank-cash,hbc,Hybrid Bank Cash
hybrix,hy,Hybrix
hycon,hyc,Hycon
hydra,hydra,Hydra
hydradx,xhdx,HydraDX
hydro,hydro,Hydro
hydrocarbon-8,hc8,HYDROCARBON 8
hydro-protocol,hot,Hydro Protocol
hygenercoin,hg,Hygenercoin
hymnode,hnt,Hymnode
hype,hype,Hype
hype-bet,hypebet,Hype.Bet
hypeburn,hburn,HypeBurn
hype-finance,hype,Hype Finance
hyper-credit-network,hpay,Hyper Credit Network
hyperdao,hdao,HyperDAO
hyperexchange,hx,HyperExchange
hyperion,hyn,Hyperion
hyper-pay,hpy,Hyper Pay
hyperquant,hqt,HyperQuant
hyper-speed-network,hsn,Hyper Speed Network
hyperstake,hyp,HyperStake
hyve,hyve,Hyve
i0coin,i0c,I0Coin
i9-coin,i9c,i9 Coin
iab,iab,IAB
iada,iada,iADA
ibank,ibank,iBank
ibch,ibch,iBCH
ibithub,ibh,iBitHub
ibnb,ibnb,iBNB
ibtc,iBTC,iBTC
icex,icex,iCEX
icherry-finance,ich,iCherry Finance
ichi-farm,ichi,ichi.farm
ick-mask,ick,$ICK Mask
icolcoin,icol,Icolcoin
icon,icx,ICON
iconiq-lab-token,icnq,Iconic Token
icos,icos,ICOS
idash,idash,iDASH
idc-token,it,IDC Token
ideachain,ich,IdeaChain
idealcash,deal,IdealCash
ideaology,idea,Ideaology
idefi,idefi,iDeFi
idena,iDNA,Idena
idex-membership,idxm,IDEX Membership
idextools,dext,DexTools
idk,idk,IDK
idle,idle,IDLE
idle-dai-risk-adjusted,idleDAISafe,IdleDAI (Risk Adjusted)
idle-dai-yield,idleDAIYield,IdleDAI (Best Yield)
idle-susd-yield,idleSUSDYield,IdleSUSD (Yield)
idle-tusd-yield,idleTUSDYield,IdleTUSD (Best Yield)
idle-usdc-risk-adjusted,idleUSDCSafe,IdleUSDC (Risk Adjusted)
idle-usdc-yield,idleUSDCYield,IdleUSDC (Yield)
idle-usdt-risk-adjusted,IdleUSDTSafe,IdleUSDT (Risk Adjusted)
idle-usdt-yield,idleUSDTYield,IdleUSDT (Yield)
idle-wbtc-yield,idleWBTCYield,IdleWBTC (Best Yield)
idl-token,idl,IDL Token
idoneus-token,idon,Idoneus Token
ieos,ieos,iEOS
ieth,ieth,iETH
iethereum,ieth,iEthereum
iexec-rlc,rlc,iExec RLC
ifx24,ifx24,IFX24
ig-gold,igg,IG Gold
ignis,ignis,Ignis
ignition,ic,Ignition
igtoken,ig,IGToken
iht-real-estate-protocol,iht,IHT Real Estate Protocol
ilcoin,ilc,ILCOIN
ilink,ilink,iLINK
imagecash,imgc,ImageCash
imagecoin,img,ImageCoin
imperial,units,Imperial
impleum,impl,Impleum
improved-bitcoin,iBTC,Improved Bitcoin
impulse-by-fdr,impulse,Impulse By FDR
ims-wallet,ims,IMSWallet
imusd,imusd,imUSD
imusify,imu,imusify
inbox-token,inbox,INBOX TOKEN
incakoin,nka,IncaKoin
incent,incnt,Incent
incoin,in,InCoin
indahash,idh,indaHash
index-chain,IDX,Index Chain
index-cooperative,index,Index Cooperative
indexed-finance,ndx,Indexed Finance
indinode,xind,INDINODE
indorse,ind,Indorse
infchain,inf,InfChain
infinitecoin,ifc,Infinitecoin
infinite-ricks,rick,Infinite Ricks
infinito,inft,Infinito
infinitus-token,inf,Infinitus Token
infinity-economics,xin,Infinity Economics
infinity-esaham,infs,Infinity Esaham
inflationcoin,iflt,InflationCoin
influxcoin,infx,Influxcoin
infocoin,info,INFOCoin
injective-protocol,inj,Injective Protocol
ink,ink,Ink
ink-protocol,xnk,Ink Protocol
inlock-token,ilk,INLOCK
inmax,inx,InMax
inmediate,dit,Direct Insurance Token
innova,inn,Innova
innovation-blockchain-payment,IBP,Innovation Blockchain Payment
innovative-bioresearch,innbc,Innovative Bioresearch Coin
innovativebioresearchclassic,innbcl,InnovativeBioresearchClassic
ino-coin,ino,Ino Coin
inoovi,ivi,Inoovi
inrtoken,inrt,INRToken
insanecoin,insn,INSaNe
ins-ecosystem,xns,Insolar
insight-chain,inb,Insight Chain
insight-protocol,inx,Insight Protocol
insights-network,instar,INSTAR
instantily,tily,Instantily
insula,isla,Insula
insurance-block-cloud,ibs,Insurance Block Cloud
insurance-fintech,ifc,Insurance Fintech
insure,sure,inSure DeFi
insured-finance,infi,Insured Finance
insurepal,ipl,InsurePal
insureum,isr,Insureum
insurex,ixt,iXledger
intelligence-quickly-chain,iqc,Intelligence Quickly Chain
intelligent-btc-set-ii,intbtc,Intelligent BTC Set II
intelligent-eth-set-ii,inteth,Intelligent ETH Set II
intelligent-internet-of-things-token,iiott,Intelligent Internet of Things Token
intelligent-investment-chain,iic,Intelligent Investment Chain
intelligent-ratio-set,intratio,Intelligent Ratio Set
intelligent-trading-tech,itt,Intelligent Trading Foundation
intellishare,ine,IntelliShare
intensecoin,lthn,Lethean
intercrone,icr,InterCrone
interest-bearing-eth,ibETH,Interest Bearing ETH
interfinex-bills,ifex,Interfinex Bills
international-cryptox,incx,International CryptoX
internet-exchange-token,inex,Internet Exchange Token
internet-node-token,int,INT
internet-of-people,iop,Internet of People
internxt,inxt,Internxt
interop,trop,Interop
intervalue,inve,InterValue
intexcoin,intx,INTEXCOIN
intucoin,intu,INTUCoin
inverse-eth-50-day-ma-crossover-set,ieth50smaco,Inverse ETH 50 Day MA Crossover Set
investcoin,invc,Investcoin
investdigital,idt,InvestDigital
invictus-hyprion-fund,ihf,Invictus Hyperion Fund
invizion,nvzn,INVIZION
invoice-coin,ivc,Invoice Coin
invox-finance,invox,Invox Finance
inziderx-exchange,inx,InziderX
iocoin,ioc,I/O Coin
ioex,ioex,ioeX
ion,ion,ION
ionchain-token,ionc,IONChain
ioox-system,ioox,IOOX System
iostoken,iost,IOST
iota,miota,IOTA
iot-chain,itc,IoT Chain
iote,iote,IOTE
iotedge-network,iote,IOTEdge Network
iotex,iotx,IoTeX
iown,iown,iOWN Token
ipchain,ipc,IPChain
ipfst,ipfst,IPFST
ipse,post,IPSE
ipx-token,ipx,Tachyon Protocol
iq-cash,iq,IQ.cash
iqeon,iqn,IQeon
iridium,ird,Iridium
iris-network,iris,IRISnet
isalcoin,isal,Isalcoin
ishop-plus,isp,ISHOP PLUS
ishop-token,ist,iShop Token
isiklar-coin,isikc,Isiklar Coin
istanbul-basaksehir-fan-token,ibfk,İstanbul Başakşehir Fan Token
istardust,isdt,Istardust
italian-lira,itl,Italian Lira
italo,xta,Italo
itam-games,itam,ITAM Games
iten,iten,ITEN
iteration-syndicate,ITS,Iteration Syndicate
iticoin,iti,iTicoin
itochain-token,itoc,ITOChain Token
iungo,ing,Iungo
ivy-mining,ivy,Ivy Mining
ixcoin,ixc,Ixcoin
ixicash,ixi,IxiCash
ixinium,xxa,Ixinium
ixmr,ixmr,iXMR
ixrp,ixrp,iXRP
ixtz,ixtz,iXTZ
iyf-finance,iyf,IYF.finance
ize,ize,IZE
izeroium,izer,IZEROIUM
izichain,izi,IZIChain
jackpool-finance,jfi,JackPool.finance
jackpot,777,Jackpot
jade-currency,jade,Jade Currency
japan-excitement-coin,jpx,Japan Excitement Coin
jarvis,jar,Jarvis+
jarvis-reward-token,jrt,Jarvis Reward Token
jasmycoin,jasmy,JasmyCoin
jasper-coin,jac,Jasper Coin
javascript-token,js,JavaScript Token
jboxcoin,jbx,JBOX
jd-coin,jdc,JD Coin
jem,jem,Jem
jemoo-community,jmc,Jemoo Community
jetcoin,jet,Jetcoin
jetmint,xyz,Jetmint
jewel,jwl,Jewel
jfin-coin,jfin,JFIN Coin
jiaozi,jiaozi,Jiaozi
jibrel,jnt,Jibrel Network
jinbi-token,jnb,Jinbi Token
jiviz,jvz,Jiviz
jllone,jll,Jllone
jmtime,jmt,JMTIME
jntrb,jntr/b,JNTR/b
jntre,jntr/e,JNTR/e
jobchain,job,Jobchain
jobscoin,jobs,Jobscoin
joint,joint,Joint Ventures
jointer,jntr,Jointer
joon,joon,JOON
joorschain,jic,JoorsChain
joos-protocol,joos,JOOS Protocol
joulecoin,xjo,Joulecoin
joy-coin,joy,Joy Coin
joy-of-all-culture,jac,Joy of All Culture
joys,joys,JOYS
joyso,joy,JOYSO
joytube-token,jtt,JoyTube Token
jpyq-stablecoin-by-q-dao-v1,jpyq,JPYQ Stablecoin by Q DAO v1.0
jsb-foundation,jsb,JSB Foundation
jubi-token,jt,Jubi Token
juggernaut,jgn,Juggernaut
juiice,jui,JUIICE
jul,jul,JustLiquidity
julien,julien,JULIEN
julswap,juld,JulSwap
jumpcoin,jump,Jumpcoin
junca-cash,jcc,Junca cash
junsonmingchancoin,jmc,Junsonmingchancoin
jupiter,jup,Jupiter
jur,jur,Jur
jurasaur,jrex,Jurasaur
just,jst,JUST
justbet,winr,JustBet
just-network,jus,JUST NETWORK
just-stablecoin,usdj,JUST Stablecoin
juventus-fan-token,juv,Juventus Fan Token
kaaso,kaaso,KAASO
kadena,kda,Kadena
kahsh,ksh,Kahsh
kaiju,kaiju,Kaiju
kala,kala,Kala
kaleido,kal,Kaleido
kalicoin,kali,KALICOIN
kalkulus,klks,Kalkulus
kambria,kat,Kambria
kan,kan,BitKan
kanadecoin,kndc,KanadeCoin
kansas-city-chiefs-win-super-bowl,chiefs,Kansas City Chiefs Win Super Bowl
kanva,knv,Kanva
kapex,kpx,KAPEX
kapu,kapu,Kapu
karaganda-token,krg,Karaganda Token
karatgold-coin,kbc,Karatgold Coin
karbo,krb,Karbo
kardiachain,kai,KardiaChain
karma-dao,karma,Karma DAO
kashhcoin,kashh,Kashhcoin
kassia-home,kassiahome,Kassia Home
kassia-hotel,kassiahotel,Atlas
katalyo,ktlyo,Katalyo
katana-finance,katana,Katana Finance
kava,kava,Kava.io
kawanggawa,kgw,KAWANGGAWA
kcash,kcash,Kcash
kdag,kdag,King DAG
kebab-token,kebab,Kebab Token
keep3r-bsc-network,kp3rb,Keep3r BSC Network
keep3rv1,kp3r,Keep3rV1
keep4r,kp4r,Keep4r
keep-calm,kch,Keep Calm and Hodl
keep-network,keep,Keep Network
kemacoin,kema,KemaCoin
kepler-network,kmw,Kepler Network
kerman,kerman,KERMAN
kevacoin,kva,Kevacoin
key,key,Key
keyco,kec,Keyco
keysians-network,ken,Keysians Network
khipu-token,kip,Khipu Token
kickico,kick,KickToken
kids-cash,kash,Kids Cash
kiloample,kmpl,KiloAmple
kilopi,lop,Kilopi
kimchi-finance,kimchi,KIMCHI.finance
kimchiswap,kswap,KimchiSwap
kimex,kmx,KIMEX
kin,kin,Kin
kind-ads-token,kind,Kind Ads Token
kingdom-game-4-0,kdg,Kingdom Game 4.0
king-maker-coin,kmc,King Maker Coin
king-money,kim,King Money
king-of-defi,kodx,King Of Defi
kingscoin,kgs,KINGSCOIN
kings-token,king,KINGS Token
king-swap,$king,King Swap
kingxchain,kxc,KingXChain
kino-token-eth,kteth,Kino Token ETH
kira-network,kex,KIRA Network
kirobo,kiro,Kirobo
kitcoin,ktc,Kitcoin
kittenfinance,kif,KittenFinance
kittoken,kit,Kittoken
kiwi-token,kiwi,KIWI Token
kizunacoin,kiz,KIZUNACOIN
kkcoin,kk,KKCOIN
klayswap-protocol,ksp,KlaySwap Protocol
klay-token,klay,Klaytn
kleros,pnk,Kleros
klever,klv,Klever
klimatas,kts,Klimatas
